names,image_paths,notation_paths,classes
NoLabel-12_20190905_041955.bmp,NoLabel\NoLabel-12_20190905_041955.bmp,,[1 0]
NoLabel-12_20190905_042108.bmp,NoLabel\NoLabel-12_20190905_042108.bmp,,[1 0]
NoLabel-12_20190905_042132.bmp,NoLabel\NoLabel-12_20190905_042132.bmp,,[1 0]
NoLabel-12_20190905_042138.bmp,NoLabel\NoLabel-12_20190905_042138.bmp,,[1 0]
NoLabel-12_20190905_042200.bmp,NoLabel\NoLabel-12_20190905_042200.bmp,,[1 0]
NoLabel-12_20190905_042241.bmp,NoLabel\NoLabel-12_20190905_042241.bmp,,[1 0]
NoLabel-12_20190905_042330.bmp,NoLabel\NoLabel-12_20190905_042330.bmp,,[1 0]
NoLabel-12_20190905_042339.bmp,NoLabel\NoLabel-12_20190905_042339.bmp,,[1 0]
NoLabel-12_20190905_042358.bmp,NoLabel\NoLabel-12_20190905_042358.bmp,,[1 0]
NoLabel-12_20190905_042414.bmp,NoLabel\NoLabel-12_20190905_042414.bmp,,[1 0]
NoLabel-12_20190905_042423.bmp,NoLabel\NoLabel-12_20190905_042423.bmp,,[1 0]
NoLabel-12_20190905_042439.bmp,NoLabel\NoLabel-12_20190905_042439.bmp,,[1 0]
NoLabel-12_20190906_015224.bmp,NoLabel\NoLabel-12_20190906_015224.bmp,,[1 0]
NoLabel-12_20190906_015230.bmp,NoLabel\NoLabel-12_20190906_015230.bmp,,[1 0]
NoLabel-12_20190906_015241.bmp,NoLabel\NoLabel-12_20190906_015241.bmp,,[1 0]
NoLabel-12_20190906_015314.bmp,NoLabel\NoLabel-12_20190906_015314.bmp,,[1 0]
NoLabel-12_20190906_015322.bmp,NoLabel\NoLabel-12_20190906_015322.bmp,,[1 0]
NoLabel-12_20190906_015329.bmp,NoLabel\NoLabel-12_20190906_015329.bmp,,[1 0]
NoLabel-12_20190906_015339.bmp,NoLabel\NoLabel-12_20190906_015339.bmp,,[1 0]
NoLabel-12_20190906_015400.bmp,NoLabel\NoLabel-12_20190906_015400.bmp,,[1 0]
NoLabel-12_20190906_015413.bmp,NoLabel\NoLabel-12_20190906_015413.bmp,,[1 0]
NoLabel-12_20190906_015455.bmp,NoLabel\NoLabel-12_20190906_015455.bmp,,[1 0]
NoLabel-12_20190906_015509.bmp,NoLabel\NoLabel-12_20190906_015509.bmp,,[1 0]
NoLabel-12_20190906_015623.bmp,NoLabel\NoLabel-12_20190906_015623.bmp,,[1 0]
NoLabel-12_20190906_015628.bmp,NoLabel\NoLabel-12_20190906_015628.bmp,,[1 0]
NoLabel-12_20190906_015635.bmp,NoLabel\NoLabel-12_20190906_015635.bmp,,[1 0]
NoLabel-12_20190906_015656.bmp,NoLabel\NoLabel-12_20190906_015656.bmp,,[1 0]
NoLabel-12_20190906_015708.bmp,NoLabel\NoLabel-12_20190906_015708.bmp,,[1 0]
NoLabel-12_20190906_015720.bmp,NoLabel\NoLabel-12_20190906_015720.bmp,,[1 0]
NoLabel-12_20190906_015733.bmp,NoLabel\NoLabel-12_20190906_015733.bmp,,[1 0]
NoLabel-12_20190906_015857.bmp,NoLabel\NoLabel-12_20190906_015857.bmp,,[1 0]
NoLabel-12_20190906_015920.bmp,NoLabel\NoLabel-12_20190906_015920.bmp,,[1 0]
NoLabel-12_20190906_015924.bmp,NoLabel\NoLabel-12_20190906_015924.bmp,,[1 0]
NoLabel-12_20190906_015943.bmp,NoLabel\NoLabel-12_20190906_015943.bmp,,[1 0]
NoLabel-12_20190906_015959.bmp,NoLabel\NoLabel-12_20190906_015959.bmp,,[1 0]
NoLabel-12_20190906_020005.bmp,NoLabel\NoLabel-12_20190906_020005.bmp,,[1 0]
NoLabel-12_20190906_020009.bmp,NoLabel\NoLabel-12_20190906_020009.bmp,,[1 0]
NoLabel-12_20190906_020029.bmp,NoLabel\NoLabel-12_20190906_020029.bmp,,[1 0]
NoLabel-12_20190906_020032.bmp,NoLabel\NoLabel-12_20190906_020032.bmp,,[1 0]
NoLabel-12_20190906_020039.bmp,NoLabel\NoLabel-12_20190906_020039.bmp,,[1 0]
NoLabel-12_20190906_020050.bmp,NoLabel\NoLabel-12_20190906_020050.bmp,,[1 0]
NoLabel-12_20190906_020054.bmp,NoLabel\NoLabel-12_20190906_020054.bmp,,[1 0]
NoLabel-12_20190906_020112.bmp,NoLabel\NoLabel-12_20190906_020112.bmp,,[1 0]
NoLabel-12_20190906_020122.bmp,NoLabel\NoLabel-12_20190906_020122.bmp,,[1 0]
NoLabel-12_20190906_020129.bmp,NoLabel\NoLabel-12_20190906_020129.bmp,,[1 0]
NoLabel-12_20190906_020137.bmp,NoLabel\NoLabel-12_20190906_020137.bmp,,[1 0]
NoLabel-12_20190906_020140.bmp,NoLabel\NoLabel-12_20190906_020140.bmp,,[1 0]
NoLabel-20_20191216_044900.bmp,NoLabel\NoLabel-20_20191216_044900.bmp,,[1 0]
NoLabel-20_20191216_044923.bmp,NoLabel\NoLabel-20_20191216_044923.bmp,,[1 0]
NoLabel-20_20191216_044929.bmp,NoLabel\NoLabel-20_20191216_044929.bmp,,[1 0]
NoLabel-20_20191216_045002.bmp,NoLabel\NoLabel-20_20191216_045002.bmp,,[1 0]
NoLabel-20_20191216_045011.bmp,NoLabel\NoLabel-20_20191216_045011.bmp,,[1 0]
NoLabel-20_20191216_045017.bmp,NoLabel\NoLabel-20_20191216_045017.bmp,,[1 0]
NoLabel-20_20191216_045027.bmp,NoLabel\NoLabel-20_20191216_045027.bmp,,[1 0]
NoLabel-20_20191216_045330.bmp,NoLabel\NoLabel-20_20191216_045330.bmp,,[1 0]
NoLabel-20_20191216_045338.bmp,NoLabel\NoLabel-20_20191216_045338.bmp,,[1 0]
NoLabel-20_20191216_045418.bmp,NoLabel\NoLabel-20_20191216_045418.bmp,,[1 0]
NoLabel-20_20191216_045525.bmp,NoLabel\NoLabel-20_20191216_045525.bmp,,[1 0]
NoLabel-20_20191216_045533.bmp,NoLabel\NoLabel-20_20191216_045533.bmp,,[1 0]
NoLabel-20_20191216_045548.bmp,NoLabel\NoLabel-20_20191216_045548.bmp,,[1 0]
NoLabel-20_20191216_045557.bmp,NoLabel\NoLabel-20_20191216_045557.bmp,,[1 0]
NoLabel-20_20191216_045831.bmp,NoLabel\NoLabel-20_20191216_045831.bmp,,[1 0]
NoLabel-20_20191216_045913.bmp,NoLabel\NoLabel-20_20191216_045913.bmp,,[1 0]
NoLabel-20_20191216_045922.bmp,NoLabel\NoLabel-20_20191216_045922.bmp,,[1 0]
NoLabel-20_20191216_045938.bmp,NoLabel\NoLabel-20_20191216_045938.bmp,,[1 0]
NoLabel-20_20191216_050112.bmp,NoLabel\NoLabel-20_20191216_050112.bmp,,[1 0]
NoLabel-20_20191216_050128.bmp,NoLabel\NoLabel-20_20191216_050128.bmp,,[1 0]
NoLabel-20_20191216_050217.bmp,NoLabel\NoLabel-20_20191216_050217.bmp,,[1 0]
NoLabel-20_20191216_050232.bmp,NoLabel\NoLabel-20_20191216_050232.bmp,,[1 0]
NoLabel-20_20191216_050312.bmp,NoLabel\NoLabel-20_20191216_050312.bmp,,[1 0]
NoLabel-20_20191216_050335.bmp,NoLabel\NoLabel-20_20191216_050335.bmp,,[1 0]
NoLabel-20_20191216_050501.bmp,NoLabel\NoLabel-20_20191216_050501.bmp,,[1 0]
NoLabel-20_20191216_050534.bmp,NoLabel\NoLabel-20_20191216_050534.bmp,,[1 0]
NoLabel-20_20191216_050628.bmp,NoLabel\NoLabel-20_20191216_050628.bmp,,[1 0]
NoLabel-20_20191216_050634.bmp,NoLabel\NoLabel-20_20191216_050634.bmp,,[1 0]
NoLabel-20_20191216_050659.bmp,NoLabel\NoLabel-20_20191216_050659.bmp,,[1 0]
NoLabel-20_20191216_050715.bmp,NoLabel\NoLabel-20_20191216_050715.bmp,,[1 0]
NoLabel-20_20191216_050725.bmp,NoLabel\NoLabel-20_20191216_050725.bmp,,[1 0]
NoLabel-20_20191216_050739.bmp,NoLabel\NoLabel-20_20191216_050739.bmp,,[1 0]
NoLabel-20_20191216_051010.bmp,NoLabel\NoLabel-20_20191216_051010.bmp,,[1 0]
NoLabel-20_20191216_051014.bmp,NoLabel\NoLabel-20_20191216_051014.bmp,,[1 0]
NoLabel-20_20191216_051025.bmp,NoLabel\NoLabel-20_20191216_051025.bmp,,[1 0]
NoLabel-20_20191216_051041.bmp,NoLabel\NoLabel-20_20191216_051041.bmp,,[1 0]
NoLabel-20_20191216_051052.bmp,NoLabel\NoLabel-20_20191216_051052.bmp,,[1 0]
NoLabel-20_20191216_051114.bmp,NoLabel\NoLabel-20_20191216_051114.bmp,,[1 0]
NoLabel-20_20191216_051325.bmp,NoLabel\NoLabel-20_20191216_051325.bmp,,[1 0]
NoLabel-20_20191216_051345.bmp,NoLabel\NoLabel-20_20191216_051345.bmp,,[1 0]
NoLabel-20_20191216_051402.bmp,NoLabel\NoLabel-20_20191216_051402.bmp,,[1 0]
NoLabel-20_20191216_051412.bmp,NoLabel\NoLabel-20_20191216_051412.bmp,,[1 0]
NoLabel-20_20191216_051455.bmp,NoLabel\NoLabel-20_20191216_051455.bmp,,[1 0]
NoLabel-20_20191216_051542.bmp,NoLabel\NoLabel-20_20191216_051542.bmp,,[1 0]
NoLabel-20_20191216_051610.bmp,NoLabel\NoLabel-20_20191216_051610.bmp,,[1 0]
NoLabel-20_20191216_051620.bmp,NoLabel\NoLabel-20_20191216_051620.bmp,,[1 0]
NoLabel-20_20191216_051827.bmp,NoLabel\NoLabel-20_20191216_051827.bmp,,[1 0]
NoLabel-20_20191216_051833.bmp,NoLabel\NoLabel-20_20191216_051833.bmp,,[1 0]
NoLabel-20_20191216_051923.bmp,NoLabel\NoLabel-20_20191216_051923.bmp,,[1 0]
NoLabel-20_20191216_051930.bmp,NoLabel\NoLabel-20_20191216_051930.bmp,,[1 0]
NoLabel-20_20191216_051941.bmp,NoLabel\NoLabel-20_20191216_051941.bmp,,[1 0]
NoLabel-20_20191216_052017.bmp,NoLabel\NoLabel-20_20191216_052017.bmp,,[1 0]
NoLabel-20_20191216_052036.bmp,NoLabel\NoLabel-20_20191216_052036.bmp,,[1 0]
NoLabel-20_20191216_052104.bmp,NoLabel\NoLabel-20_20191216_052104.bmp,,[1 0]
NoLabel-20_20191216_052108.bmp,NoLabel\NoLabel-20_20191216_052108.bmp,,[1 0]
NoLabel-20_20191216_052125.bmp,NoLabel\NoLabel-20_20191216_052125.bmp,,[1 0]
NoLabel-20_20191216_052139.bmp,NoLabel\NoLabel-20_20191216_052139.bmp,,[1 0]
NoLabel-20_20191216_052158.bmp,NoLabel\NoLabel-20_20191216_052158.bmp,,[1 0]
NoLabel-20_20191216_052211.bmp,NoLabel\NoLabel-20_20191216_052211.bmp,,[1 0]
NoLabel-20_20191216_052229.bmp,NoLabel\NoLabel-20_20191216_052229.bmp,,[1 0]
NoLabel-20_20191216_052253.bmp,NoLabel\NoLabel-20_20191216_052253.bmp,,[1 0]
NoLabel-20_20191216_052420.bmp,NoLabel\NoLabel-20_20191216_052420.bmp,,[1 0]
NoLabel-20_20191216_052530.bmp,NoLabel\NoLabel-20_20191216_052530.bmp,,[1 0]
NoLabel-20_20191216_052557.bmp,NoLabel\NoLabel-20_20191216_052557.bmp,,[1 0]
NoLabel-20_20191216_052606.bmp,NoLabel\NoLabel-20_20191216_052606.bmp,,[1 0]
NoLabel-20_20191216_052705.bmp,NoLabel\NoLabel-20_20191216_052705.bmp,,[1 0]
NoLabel-20_20191216_052732.bmp,NoLabel\NoLabel-20_20191216_052732.bmp,,[1 0]
NoLabel-20_20191216_052837.bmp,NoLabel\NoLabel-20_20191216_052837.bmp,,[1 0]
NoLabel-20_20191216_052844.bmp,NoLabel\NoLabel-20_20191216_052844.bmp,,[1 0]
NoLabel-20_20191216_052853.bmp,NoLabel\NoLabel-20_20191216_052853.bmp,,[1 0]
NoLabel-20_20191216_052959.bmp,NoLabel\NoLabel-20_20191216_052959.bmp,,[1 0]
NoLabel-20_20191216_053028.bmp,NoLabel\NoLabel-20_20191216_053028.bmp,,[1 0]
NoLabel-20_20191216_053054.bmp,NoLabel\NoLabel-20_20191216_053054.bmp,,[1 0]
NoLabel-20_20191216_053102.bmp,NoLabel\NoLabel-20_20191216_053102.bmp,,[1 0]
NoLabel-20_20191216_053109.bmp,NoLabel\NoLabel-20_20191216_053109.bmp,,[1 0]
NoLabel-20_20191216_053140.bmp,NoLabel\NoLabel-20_20191216_053140.bmp,,[1 0]
NoLabel-20_20191216_053241.bmp,NoLabel\NoLabel-20_20191216_053241.bmp,,[1 0]
NoLabel-20_20191216_053343.bmp,NoLabel\NoLabel-20_20191216_053343.bmp,,[1 0]
NoLabel-20_20191216_053349.bmp,NoLabel\NoLabel-20_20191216_053349.bmp,,[1 0]
NoLabel-20_20191216_053401.bmp,NoLabel\NoLabel-20_20191216_053401.bmp,,[1 0]
NoLabel-20_20191216_053417.bmp,NoLabel\NoLabel-20_20191216_053417.bmp,,[1 0]
NoLabel-20_20191216_053444.bmp,NoLabel\NoLabel-20_20191216_053444.bmp,,[1 0]
NoLabel-20_20191216_053503.bmp,NoLabel\NoLabel-20_20191216_053503.bmp,,[1 0]
NoLabel-20_20191216_053617.bmp,NoLabel\NoLabel-20_20191216_053617.bmp,,[1 0]
NoLabel-20_20191216_053651.bmp,NoLabel\NoLabel-20_20191216_053651.bmp,,[1 0]
NoLabel-20_20191216_053721.bmp,NoLabel\NoLabel-20_20191216_053721.bmp,,[1 0]
NoLabel-20_20191216_053725.bmp,NoLabel\NoLabel-20_20191216_053725.bmp,,[1 0]
NoLabel-20_20191216_053735.bmp,NoLabel\NoLabel-20_20191216_053735.bmp,,[1 0]
NoLabel-20_20191216_053755.bmp,NoLabel\NoLabel-20_20191216_053755.bmp,,[1 0]
NoLabel-20_20191216_053805.bmp,NoLabel\NoLabel-20_20191216_053805.bmp,,[1 0]
NoLabel-20_20191216_053817.bmp,NoLabel\NoLabel-20_20191216_053817.bmp,,[1 0]
NoLabel-20_20191216_053958.bmp,NoLabel\NoLabel-20_20191216_053958.bmp,,[1 0]
NoLabel-20_20191216_054253.bmp,NoLabel\NoLabel-20_20191216_054253.bmp,,[1 0]
NoLabel-20_20191216_054258.bmp,NoLabel\NoLabel-20_20191216_054258.bmp,,[1 0]
NoLabel-20_20191216_054328.bmp,NoLabel\NoLabel-20_20191216_054328.bmp,,[1 0]
NoLabel-20_20191216_054524.bmp,NoLabel\NoLabel-20_20191216_054524.bmp,,[1 0]
NoLabel-20_20191216_054529.bmp,NoLabel\NoLabel-20_20191216_054529.bmp,,[1 0]
NoLabel-20_20191216_054547.bmp,NoLabel\NoLabel-20_20191216_054547.bmp,,[1 0]
NoLabel-20_20191216_054555.bmp,NoLabel\NoLabel-20_20191216_054555.bmp,,[1 0]
NoLabel-20_20191216_054618.bmp,NoLabel\NoLabel-20_20191216_054618.bmp,,[1 0]
NoLabel-20_20191216_054628.bmp,NoLabel\NoLabel-20_20191216_054628.bmp,,[1 0]
NoLabel-20_20191216_054651.bmp,NoLabel\NoLabel-20_20191216_054651.bmp,,[1 0]
NoLabel-20_20191216_054717.bmp,NoLabel\NoLabel-20_20191216_054717.bmp,,[1 0]
NoLabel-20_20191216_054722.bmp,NoLabel\NoLabel-20_20191216_054722.bmp,,[1 0]
NoLabel-20_20191216_054733.bmp,NoLabel\NoLabel-20_20191216_054733.bmp,,[1 0]
NoLabel-20_20191216_054751.bmp,NoLabel\NoLabel-20_20191216_054751.bmp,,[1 0]
NoLabel-20_20191216_054805.bmp,NoLabel\NoLabel-20_20191216_054805.bmp,,[1 0]
NoLabel-20_20191216_054834.bmp,NoLabel\NoLabel-20_20191216_054834.bmp,,[1 0]
NoLabel-20_20191216_055005.bmp,NoLabel\NoLabel-20_20191216_055005.bmp,,[1 0]
NoLabel-20_20191216_055016.bmp,NoLabel\NoLabel-20_20191216_055016.bmp,,[1 0]
NoLabel-20_20191216_055026.bmp,NoLabel\NoLabel-20_20191216_055026.bmp,,[1 0]
NoLabel-20_20191216_055052.bmp,NoLabel\NoLabel-20_20191216_055052.bmp,,[1 0]
NoLabel-20_20191216_055109.bmp,NoLabel\NoLabel-20_20191216_055109.bmp,,[1 0]
NoLabel-20_20191216_055118.bmp,NoLabel\NoLabel-20_20191216_055118.bmp,,[1 0]
NoLabel-20_20191216_055217.bmp,NoLabel\NoLabel-20_20191216_055217.bmp,,[1 0]
NoLabel-20_20191216_055226.bmp,NoLabel\NoLabel-20_20191216_055226.bmp,,[1 0]
NoLabel-20_20191216_055237.bmp,NoLabel\NoLabel-20_20191216_055237.bmp,,[1 0]
NoLabel-20_20191216_055250.bmp,NoLabel\NoLabel-20_20191216_055250.bmp,,[1 0]
NoLabel-20_20191216_055310.bmp,NoLabel\NoLabel-20_20191216_055310.bmp,,[1 0]
NoLabel-20_20191216_060443.bmp,NoLabel\NoLabel-20_20191216_060443.bmp,,[1 0]
NoLabel-20_20191216_060448.bmp,NoLabel\NoLabel-20_20191216_060448.bmp,,[1 0]
NoLabel-20_20191216_060456.bmp,NoLabel\NoLabel-20_20191216_060456.bmp,,[1 0]
NoLabel-20_20191216_060505.bmp,NoLabel\NoLabel-20_20191216_060505.bmp,,[1 0]
NoLabel-20_20191216_060515.bmp,NoLabel\NoLabel-20_20191216_060515.bmp,,[1 0]
NoLabel-20_20191216_060523.bmp,NoLabel\NoLabel-20_20191216_060523.bmp,,[1 0]
NoLabel-20_20191216_060528.bmp,NoLabel\NoLabel-20_20191216_060528.bmp,,[1 0]
NoLabel-20_20191216_060537.bmp,NoLabel\NoLabel-20_20191216_060537.bmp,,[1 0]
NoLabel-20_20191216_060612.bmp,NoLabel\NoLabel-20_20191216_060612.bmp,,[1 0]
NoLabel-20_20191216_060616.bmp,NoLabel\NoLabel-20_20191216_060616.bmp,,[1 0]
NoLabel-20_20191216_060717.bmp,NoLabel\NoLabel-20_20191216_060717.bmp,,[1 0]
NoLabel-20_20191216_060749.bmp,NoLabel\NoLabel-20_20191216_060749.bmp,,[1 0]
NoLabel-20_20191216_060800.bmp,NoLabel\NoLabel-20_20191216_060800.bmp,,[1 0]
NoLabel-20_20191216_060837.bmp,NoLabel\NoLabel-20_20191216_060837.bmp,,[1 0]
NoLabel-20_20191216_060919.bmp,NoLabel\NoLabel-20_20191216_060919.bmp,,[1 0]
NoLabel-20_20191216_060941.bmp,NoLabel\NoLabel-20_20191216_060941.bmp,,[1 0]
NoLabel-20_20191216_061014.bmp,NoLabel\NoLabel-20_20191216_061014.bmp,,[1 0]
NoLabel-20_20191216_061028.bmp,NoLabel\NoLabel-20_20191216_061028.bmp,,[1 0]
NoLabel-23_20190905_035416.bmp,NoLabel\NoLabel-23_20190905_035416.bmp,,[1 0]
NoLabel-23_20190905_035717.bmp,NoLabel\NoLabel-23_20190905_035717.bmp,,[1 0]
NoLabel-23_20190905_035854.bmp,NoLabel\NoLabel-23_20190905_035854.bmp,,[1 0]
NoLabel-23_20190905_035923.bmp,NoLabel\NoLabel-23_20190905_035923.bmp,,[1 0]
NoLabel-23_20190905_035936.bmp,NoLabel\NoLabel-23_20190905_035936.bmp,,[1 0]
NoLabel-23_20190905_040428.bmp,NoLabel\NoLabel-23_20190905_040428.bmp,,[1 0]
NoLabel-23_20190905_040445.bmp,NoLabel\NoLabel-23_20190905_040445.bmp,,[1 0]
NoLabel-23_20190905_040657.bmp,NoLabel\NoLabel-23_20190905_040657.bmp,,[1 0]
NoLabel-23_20190905_040750.bmp,NoLabel\NoLabel-23_20190905_040750.bmp,,[1 0]
NoLabel-23_20190905_040821.bmp,NoLabel\NoLabel-23_20190905_040821.bmp,,[1 0]
NoLabel-23_20190905_040829.bmp,NoLabel\NoLabel-23_20190905_040829.bmp,,[1 0]
NoLabel-23_20190905_040841.bmp,NoLabel\NoLabel-23_20190905_040841.bmp,,[1 0]
NoLabel-23_20190905_040855.bmp,NoLabel\NoLabel-23_20190905_040855.bmp,,[1 0]
NoLabel-23_20190905_040936.bmp,NoLabel\NoLabel-23_20190905_040936.bmp,,[1 0]
NoLabel-23_20190905_041010.bmp,NoLabel\NoLabel-23_20190905_041010.bmp,,[1 0]
NoLabel-23_20190905_041055.bmp,NoLabel\NoLabel-23_20190905_041055.bmp,,[1 0]
NoLabel-23_20190905_041109.bmp,NoLabel\NoLabel-23_20190905_041109.bmp,,[1 0]
NoLabel-23_20190905_041221.bmp,NoLabel\NoLabel-23_20190905_041221.bmp,,[1 0]
NoLabel-23_20190905_041233.bmp,NoLabel\NoLabel-23_20190905_041233.bmp,,[1 0]
NoLabel-23_20190905_041303.bmp,NoLabel\NoLabel-23_20190905_041303.bmp,,[1 0]
NoLabel-23_20190905_041356.bmp,NoLabel\NoLabel-23_20190905_041356.bmp,,[1 0]
NoLabel-23_20190905_041451.bmp,NoLabel\NoLabel-23_20190905_041451.bmp,,[1 0]
NoLabel-23_20190905_041518.bmp,NoLabel\NoLabel-23_20190905_041518.bmp,,[1 0]
NoLabel-23_20190905_041526.bmp,NoLabel\NoLabel-23_20190905_041526.bmp,,[1 0]
NoLabel-23_20190905_041702.bmp,NoLabel\NoLabel-23_20190905_041702.bmp,,[1 0]
NoLabel-23_20190905_041743.bmp,NoLabel\NoLabel-23_20190905_041743.bmp,,[1 0]
NoLabel-23_20190905_041817.bmp,NoLabel\NoLabel-23_20190905_041817.bmp,,[1 0]
NoLabel-23_20190905_041847.bmp,NoLabel\NoLabel-23_20190905_041847.bmp,,[1 0]
NoLabel-23_20190905_041922.bmp,NoLabel\NoLabel-23_20190905_041922.bmp,,[1 0]
NoLabel-23_20190905_041929.bmp,NoLabel\NoLabel-23_20190905_041929.bmp,,[1 0]
NoLabel-23_20190905_042120.bmp,NoLabel\NoLabel-23_20190905_042120.bmp,,[1 0]
NoLabel-23_20190905_042132.bmp,NoLabel\NoLabel-23_20190905_042132.bmp,,[1 0]
NoLabel-23_20190905_042138.bmp,NoLabel\NoLabel-23_20190905_042138.bmp,,[1 0]
NoLabel-23_20190905_042200.bmp,NoLabel\NoLabel-23_20190905_042200.bmp,,[1 0]
NoLabel-23_20190905_042207.bmp,NoLabel\NoLabel-23_20190905_042207.bmp,,[1 0]
NoLabel-23_20190905_042229.bmp,NoLabel\NoLabel-23_20190905_042229.bmp,,[1 0]
NoLabel-23_20190905_042241.bmp,NoLabel\NoLabel-23_20190905_042241.bmp,,[1 0]
NoLabel-23_20190905_042251.bmp,NoLabel\NoLabel-23_20190905_042251.bmp,,[1 0]
NoLabel-23_20190905_042358.bmp,NoLabel\NoLabel-23_20190905_042358.bmp,,[1 0]
NoLabel-23_20190905_042414.bmp,NoLabel\NoLabel-23_20190905_042414.bmp,,[1 0]
NoLabel-23_20190905_042423.bmp,NoLabel\NoLabel-23_20190905_042423.bmp,,[1 0]
NoLabel-23_20190905_042433.bmp,NoLabel\NoLabel-23_20190905_042433.bmp,,[1 0]
NoLabel-23_20190905_042439.bmp,NoLabel\NoLabel-23_20190905_042439.bmp,,[1 0]
NoLabel-23_20190906_015224.bmp,NoLabel\NoLabel-23_20190906_015224.bmp,,[1 0]
NoLabel-23_20190906_015241.bmp,NoLabel\NoLabel-23_20190906_015241.bmp,,[1 0]
NoLabel-23_20190906_015259.bmp,NoLabel\NoLabel-23_20190906_015259.bmp,,[1 0]
NoLabel-23_20190906_015314.bmp,NoLabel\NoLabel-23_20190906_015314.bmp,,[1 0]
NoLabel-23_20190906_015329.bmp,NoLabel\NoLabel-23_20190906_015329.bmp,,[1 0]
NoLabel-23_20190906_015345.bmp,NoLabel\NoLabel-23_20190906_015345.bmp,,[1 0]
NoLabel-23_20190906_015356.bmp,NoLabel\NoLabel-23_20190906_015356.bmp,,[1 0]
NoLabel-23_20190906_015400.bmp,NoLabel\NoLabel-23_20190906_015400.bmp,,[1 0]
NoLabel-23_20190906_015412.bmp,NoLabel\NoLabel-23_20190906_015412.bmp,,[1 0]
NoLabel-23_20190906_015420.bmp,NoLabel\NoLabel-23_20190906_015420.bmp,,[1 0]
NoLabel-23_20190906_015500.bmp,NoLabel\NoLabel-23_20190906_015500.bmp,,[1 0]
NoLabel-23_20190906_015506.bmp,NoLabel\NoLabel-23_20190906_015506.bmp,,[1 0]
NoLabel-23_20190906_015509.bmp,NoLabel\NoLabel-23_20190906_015509.bmp,,[1 0]
NoLabel-23_20190906_015521.bmp,NoLabel\NoLabel-23_20190906_015521.bmp,,[1 0]
